Campaign Type,Placement,Device,Spend,Impressions,Views,Clicks,Conversions,Ad Type,date
CRM,Instagram,Mobile,74.6,1641,160,11,15.0,Infographic,2023-08-31
Retargeting,Facebook News Feed,Desktop,100.18,2003,104,10,15.0,Product,2023-08-31
CRM,Facebook Audience Network,Mobile,42.42,933,337,23,15.0,Infographic,2023-08-31
CRM,Facebook News Feed,Mobile,57.62,1267,91,6,15.0,Lifestyle,2023-08-31
Retargeting,Facebook Audience Network,Desktop,72.27,1445,484,48,31.0,Product,2023-08-31
Prospecting,Instagram,Mobile,61.9,1547,418,20,15.0,Lifestyle,2023-08-31
Prospecting,Facebook News Feed,Mobile,88.71,2217,420,21,15.0,Product,2023-08-31
CRM,Instagram,Desktop,61.94,1362,551,38,15.0,Infographic,2023-08-31
Retargeting,Facebook News Feed,Desktop,111.75,2235,903,90,61.0,Lifestyle,2023-08-31
Prospecting,Facebook Audience Network,Mobile,74.64,1865,53,2,15.0,Product,2023-08-31
Retargeting,Facebook News Feed,Desktop,115.81,2316,600,60,31.0,Infographic,2023-08-31
CRM,GDN,Mobile,55.87,1229,513,35,15.0,Infographic,2023-08-31
Retargeting,GDN,Mobile,122.33,2446,1120,112,61.0,Lifestyle,2023-08-31
Retargeting,Facebook News Feed,Desktop,106.89,2137,184,18,15.0,Product,2023-08-31
Prospecting,GDN,Mobile,76.9,1922,432,21,31.0,Lifestyle,2023-08-31
CRM,Instagram,Desktop,62.12,1366,470,32,15.0,Product,2023-08-31
Prospecting,GDN,Desktop,79.73,1993,964,48,15.0,Infographic,2023-08-31
Retargeting,GDN,Desktop,131.92,2638,1148,114,77.0,Infographic,2023-08-31
Retargeting,Instagram,Mobile,104.91,2098,851,85,46.0,Infographic,2023-08-31
CRM,Instagram,Desktop,59.98,1319,190,13,15.0,Product,2023-08-31
Prospecting,Facebook Audience Network,Mobile,76.42,1910,849,42,31.0,Product,2023-08-31
CRM,Instagram,Desktop,68.43,1505,726,50,31.0,Infographic,2023-08-31
Retargeting,Facebook News Feed,Desktop,114.16,2283,198,19,15.0,Product,2023-08-31
Retargeting,GDN,Mobile,94.52,1890,343,34,15.0,Product,2023-08-31
Prospecting,Facebook Audience Network,Mobile,62.67,1566,173,8,15.0,Infographic,2023-08-31
CRM,Instagram,Desktop,50.98,1121,216,15,15.0,Infographic,2023-08-30
Retargeting,GDN,Mobile,96.32,1926,205,20,15.0,Product,2023-08-30
CRM,Facebook News Feed,Mobile,73.49,1616,578,40,31.0,Product,2023-08-30
Prospecting,Facebook News Feed,Desktop,76.25,1906,372,18,15.0,Lifestyle,2023-08-30
Retargeting,Facebook Audience Network,Desktop,88.12,1762,173,17,15.0,Product,2023-08-30
Retargeting,Facebook News Feed,Mobile,64.79,1295,77,7,15.0,Lifestyle,2023-08-30
Retargeting,GDN,Desktop,130.27,2605,575,57,46.0,Product,2023-08-30
Prospecting,Instagram,Desktop,88.54,2213,840,42,31.0,Lifestyle,2023-08-30
Retargeting,Facebook News Feed,Desktop,115.92,2318,436,43,31.0,Lifestyle,2023-08-30
Retargeting,Instagram,Mobile,119.23,2384,198,19,15.0,Infographic,2023-08-30
CRM,GDN,Mobile,58.35,1283,601,42,31.0,Product,2023-08-30
Retargeting,GDN,Mobile,101.69,2033,6,5,15.0,Infographic,2023-08-30
Retargeting,Instagram,Desktop,129.77,2595,1286,128,46.0,Infographic,2023-08-30
Retargeting,GDN,Mobile,103.59,2071,1003,100,77.0,Product,2023-08-30
Prospecting,Facebook Audience Network,Desktop,88.81,2220,633,31,15.0,Infographic,2023-08-30
Prospecting,Facebook News Feed,Desktop,93.06,2326,627,31,31.0,Infographic,2023-08-30
Retargeting,Facebook Audience Network,Desktop,112.86,2257,524,52,31.0,Infographic,2023-08-30
Prospecting,Facebook Audience Network,Desktop,78.08,1951,962,48,31.0,Infographic,2023-08-30
Prospecting,Facebook Audience Network,Mobile,79.49,1987,19,5,15.0,Lifestyle,2023-08-30
Retargeting,Instagram,Desktop,115.55,2311,253,25,15.0,Product,2023-08-30
Retargeting,Instagram,Desktop,115.52,2310,597,59,46.0,Product,2023-08-30
Retargeting,GDN,Mobile,123.36,2467,1203,120,77.0,Infographic,2023-08-30
Retargeting,Instagram,Desktop,111.02,2220,572,57,31.0,Product,2023-08-30
Prospecting,GDN,Mobile,88.95,2223,892,44,31.0,Lifestyle,2023-08-30
Prospecting,Instagram,Mobile,73.31,1832,214,10,15.0,Infographic,2023-08-30
Retargeting,GDN,Mobile,88.38,1767,357,35,15.0,Infographic,2023-08-30
Retargeting,Facebook News Feed,Desktop,115.61,2312,883,88,46.0,Infographic,2023-08-30
Retargeting,GDN,Mobile,88.52,1770,601,60,46.0,Lifestyle,2023-08-30
Prospecting,Facebook News Feed,Desktop,79.69,1992,607,30,31.0,Product,2023-08-30
Retargeting,GDN,Mobile,127.58,2551,567,56,46.0,Lifestyle,2023-08-30
Prospecting,Instagram,Mobile,98.31,2457,605,30,31.0,Product,2023-08-30
Retargeting,Instagram,Mobile,106.04,2120,551,55,46.0,Lifestyle,2023-08-30
Prospecting,Facebook News Feed,Mobile,75.56,1888,336,16,15.0,Lifestyle,2023-08-30
CRM,Facebook Audience Network,Desktop,58.77,1292,318,22,15.0,Infographic,2023-08-30
Retargeting,Facebook Audience Network,Desktop,117.35,2347,465,46,31.0,Infographic,2023-08-30
Retargeting,GDN,Mobile,99.27,1985,728,72,46.0,Infographic,2023-08-30
CRM,Instagram,Mobile,54.42,1197,153,10,15.0,Lifestyle,2023-08-30
Retargeting,Facebook Audience Network,Mobile,124.32,2486,350,35,15.0,Lifestyle,2023-08-30
Prospecting,Instagram,Desktop,82.72,2068,949,47,31.0,Product,2023-08-30
Retargeting,Instagram,Mobile,88.45,1769,239,23,15.0,Lifestyle,2023-08-30
Prospecting,Instagram,Mobile,87.18,2179,189,9,15.0,Product,2023-08-30
Retargeting,GDN,Desktop,119.42,2388,1169,116,61.0,Infographic,2023-08-30
CRM,Facebook News Feed,Mobile,49.92,1098,521,36,31.0,Infographic,2023-08-30
Prospecting,GDN,Mobile,76.99,1924,291,14,15.0,Lifestyle,2023-08-30
Prospecting,Facebook Audience Network,Mobile,76.3,1907,641,32,15.0,Product,2023-08-30
Prospecting,Facebook News Feed,Mobile,86.78,2169,1083,54,31.0,Product,2023-08-30
Prospecting,Facebook Audience Network,Desktop,89.48,2237,686,34,31.0,Infographic,2023-08-30
Retargeting,Facebook News Feed,Desktop,88.97,1779,72,7,15.0,Lifestyle,2023-08-30
CRM,Facebook News Feed,Desktop,45.07,991,238,16,15.0,Product,2023-08-30
CRM,GDN,Mobile,70.32,1546,415,29,15.0,Product,2023-08-30
Retargeting,Instagram,Mobile,77.6,1552,178,17,15.0,Product,2023-08-29
CRM,Instagram,Desktop,62.71,1379,66,4,15.0,Infographic,2023-08-29
Prospecting,Facebook News Feed,Mobile,78.02,1950,592,29,31.0,Lifestyle,2023-08-29
Prospecting,GDN,Mobile,82.44,2060,76,3,15.0,Product,2023-08-29
Retargeting,Facebook Audience Network,Desktop,133.02,2660,247,24,31.0,Lifestyle,2023-08-29
Retargeting,Facebook Audience Network,Desktop,160.77,3215,706,70,61.0,Product,2023-08-29
Retargeting,Instagram,Mobile,67.33,1346,67,6,15.0,Infographic,2023-08-29
Retargeting,Instagram,Desktop,119.68,2393,849,84,61.0,Lifestyle,2023-08-29
Prospecting,Facebook Audience Network,Mobile,77.66,1941,567,28,31.0,Product,2023-08-29
Retargeting,Facebook Audience Network,Desktop,120.96,2419,1122,112,46.0,Infographic,2023-08-29
Retargeting,GDN,Desktop,119.15,2382,587,58,46.0,Infographic,2023-08-29
CRM,Facebook Audience Network,Mobile,74.1,1630,577,40,15.0,Infographic,2023-08-29
Retargeting,GDN,Mobile,105.7,2113,780,78,61.0,Product,2023-08-29
Retargeting,Instagram,Desktop,82.21,1644,541,54,46.0,Infographic,2023-08-29
Retargeting,Facebook Audience Network,Mobile,118.55,2371,881,88,77.0,Infographic,2023-08-29
Retargeting,Instagram,Mobile,102.36,2047,721,72,31.0,Infographic,2023-08-29
Prospecting,Facebook News Feed,Mobile,76.49,1912,780,39,15.0,Infographic,2023-08-29
Prospecting,Facebook News Feed,Desktop,72.86,1821,323,16,15.0,Infographic,2023-08-29
Prospecting,Facebook News Feed,Mobile,95.1,2377,1146,57,46.0,Product,2023-08-29
Retargeting,Facebook Audience Network,Mobile,132.07,2641,1056,105,77.0,Lifestyle,2023-08-29
Prospecting,Instagram,Desktop,62.07,1551,654,32,31.0,Product,2023-08-29
Retargeting,Facebook Audience Network,Desktop,112.44,2248,144,14,15.0,Product,2023-08-29
Retargeting,Instagram,Desktop,92.55,1851,773,77,46.0,Product,2023-08-29
Retargeting,GDN,Desktop,70.65,1413,516,51,46.0,Lifestyle,2023-08-29
Retargeting,Facebook Audience Network,Mobile,102.95,2059,309,30,15.0,Lifestyle,2023-08-29
Retargeting,Facebook News Feed,Mobile,83.34,1666,143,14,15.0,Infographic,2023-08-29
Retargeting,GDN,Desktop,68.44,1368,663,66,46.0,Lifestyle,2023-08-29
CRM,Instagram,Desktop,52.18,1148,516,36,31.0,Product,2023-08-29
Retargeting,Facebook Audience Network,Mobile,79.44,1588,194,19,15.0,Infographic,2023-08-29
Retargeting,Instagram,Mobile,87.07,1741,482,48,31.0,Lifestyle,2023-08-29
Retargeting,Instagram,Desktop,73.48,1469,636,63,46.0,Product,2023-08-29
Prospecting,Facebook Audience Network,Mobile,74.07,1851,474,23,31.0,Infographic,2023-08-29
Retargeting,Facebook Audience Network,Mobile,85.74,1714,587,58,31.0,Infographic,2023-08-29
CRM,Instagram,Desktop,63.76,1402,168,11,15.0,Infographic,2023-08-29
CRM,Instagram,Desktop,65.94,1450,182,12,15.0,Product,2023-08-29
Retargeting,GDN,Desktop,105.2,2104,475,47,31.0,Infographic,2023-08-29
Retargeting,Facebook News Feed,Desktop,95.29,1905,177,17,15.0,Product,2023-08-29
Retargeting,Instagram,Mobile,94.75,1895,636,63,46.0,Lifestyle,2023-08-29
Prospecting,Facebook News Feed,Desktop,67.44,1686,290,14,15.0,Infographic,2023-08-29
Retargeting,GDN,Mobile,83.74,1674,433,43,31.0,Lifestyle,2023-08-29
Retargeting,Facebook News Feed,Mobile,114.07,2281,416,41,15.0,Infographic,2023-08-29
Retargeting,Facebook News Feed,Mobile,64.81,1296,137,13,15.0,Infographic,2023-08-29
Prospecting,GDN,Desktop,78.79,1969,488,24,15.0,Infographic,2023-08-29
Retargeting,Instagram,Mobile,93.53,1870,729,72,46.0,Product,2023-08-29
Retargeting,Facebook News Feed,Desktop,111.98,2239,808,80,61.0,Lifestyle,2023-08-29
Prospecting,Instagram,Desktop,58.62,1465,167,8,15.0,Infographic,2023-08-29
Prospecting,Instagram,Desktop,80.19,2004,133,6,15.0,Infographic,2023-08-29
CRM,Facebook Audience Network,Mobile,63.43,1395,160,11,15.0,Product,2023-08-29
Retargeting,Instagram,Desktop,61.91,1238,376,37,31.0,Infographic,2023-08-29
Prospecting,Instagram,Desktop,63.89,1597,329,16,15.0,Product,2023-08-29
Prospecting,Facebook News Feed,Mobile,78.62,1965,394,19,15.0,Infographic,2023-08-28
Retargeting,Instagram,Desktop,110.28,2205,469,46,31.0,Lifestyle,2023-08-28
Prospecting,Instagram,Mobile,82.74,2068,770,38,31.0,Product,2023-08-28
Retargeting,Facebook Audience Network,Mobile,111.21,2224,18,1,15.0,Product,2023-08-28
CRM,Facebook Audience Network,Desktop,49.21,1082,246,17,15.0,Infographic,2023-08-28
Retargeting,Facebook News Feed,Desktop,68.22,1364,204,20,15.0,Lifestyle,2023-08-28
Prospecting,Facebook News Feed,Desktop,81.27,2031,419,20,15.0,Infographic,2023-08-28
Retargeting,Facebook Audience Network,Desktop,75.41,1508,66,6,15.0,Product,2023-08-28
CRM,Facebook Audience Network,Mobile,51.35,1129,341,23,15.0,Infographic,2023-08-28
Retargeting,GDN,Desktop,118.65,2372,344,34,31.0,Lifestyle,2023-08-28
CRM,Instagram,Desktop,61.89,1361,386,27,31.0,Product,2023-08-28
CRM,Facebook News Feed,Mobile,54.32,1195,341,23,15.0,Lifestyle,2023-08-28
Retargeting,Facebook News Feed,Desktop,86.04,1720,107,10,15.0,Lifestyle,2023-08-28
CRM,Instagram,Desktop,66.21,1456,676,47,31.0,Product,2023-08-28
CRM,Instagram,Desktop,62.12,1366,632,44,31.0,Lifestyle,2023-08-28
Retargeting,Facebook News Feed,Desktop,75.71,1514,401,40,31.0,Infographic,2023-08-28
Retargeting,Facebook Audience Network,Desktop,61.04,1220,595,59,46.0,Product,2023-08-28
Prospecting,Facebook Audience Network,Mobile,108.23,2705,1325,66,46.0,Lifestyle,2023-08-28
Retargeting,Instagram,Desktop,75.55,1511,106,10,15.0,Lifestyle,2023-08-28
Retargeting,Facebook News Feed,Mobile,110.55,2211,584,58,46.0,Infographic,2023-08-28
Retargeting,Instagram,Mobile,130.21,2604,476,47,46.0,Infographic,2023-08-28
Retargeting,Facebook Audience Network,Mobile,102.95,2059,336,33,15.0,Infographic,2023-08-28
Retargeting,GDN,Mobile,87.99,1759,459,45,31.0,Infographic,2023-08-28
Retargeting,GDN,Desktop,71.48,1429,312,31,31.0,Lifestyle,2023-08-28
CRM,Facebook Audience Network,Desktop,45.6,1003,153,10,15.0,Lifestyle,2023-08-28
Prospecting,Instagram,Mobile,85.65,2141,608,30,31.0,Lifestyle,2023-08-28
Retargeting,GDN,Desktop,129.02,2580,789,78,61.0,Product,2023-08-28
Prospecting,Facebook Audience Network,Desktop,74.07,1851,765,38,15.0,Lifestyle,2023-08-28
Prospecting,Facebook News Feed,Mobile,71.66,1791,593,29,15.0,Product,2023-08-28
CRM,Instagram,Desktop,66.97,1473,528,36,31.0,Lifestyle,2023-08-28
Retargeting,Instagram,Mobile,86.28,1725,299,29,15.0,Infographic,2023-08-28
Retargeting,GDN,Mobile,105.49,2109,691,69,61.0,Lifestyle,2023-08-28
CRM,Instagram,Desktop,60.42,1329,533,37,31.0,Product,2023-08-28
CRM,GDN,Desktop,55.91,1229,235,16,15.0,Infographic,2023-08-28
Prospecting,GDN,Desktop,79.77,1994,964,48,31.0,Lifestyle,2023-08-28
Prospecting,Facebook Audience Network,Mobile,106.45,2661,896,44,31.0,Product,2023-08-28
Retargeting,GDN,Mobile,112.09,2241,210,21,15.0,Lifestyle,2023-08-28
Prospecting,Facebook News Feed,Desktop,96.39,2409,285,14,15.0,Infographic,2023-08-28
Retargeting,Instagram,Mobile,81.63,1632,422,42,15.0,Product,2023-08-28
Retargeting,GDN,Desktop,121.92,2438,493,49,31.0,Infographic,2023-08-28
CRM,Instagram,Desktop,66.39,1460,418,29,31.0,Product,2023-08-28
Retargeting,GDN,Desktop,70.01,1400,344,34,31.0,Infographic,2023-08-28
Retargeting,Facebook Audience Network,Desktop,110.8,2215,522,52,31.0,Product,2023-08-28
CRM,Facebook News Feed,Mobile,54.87,1207,318,22,31.0,Product,2023-08-28
Retargeting,Instagram,Desktop,69.08,1381,341,34,15.0,Lifestyle,2023-08-28
CRM,Facebook Audience Network,Mobile,61.3,1348,378,26,15.0,Infographic,2023-08-28
CRM,Instagram,Mobile,65.39,1438,545,38,31.0,Lifestyle,2023-08-28
Prospecting,Facebook Audience Network,Mobile,82.27,2056,1016,50,46.0,Infographic,2023-08-28
Retargeting,Facebook News Feed,Mobile,97.82,1956,694,69,46.0,Infographic,2023-08-28
Retargeting,GDN,Mobile,93.39,1867,589,58,46.0,Lifestyle,2023-08-28
Retargeting,Facebook Audience Network,Mobile,149.33,2986,634,63,46.0,Product,2023-08-27
Retargeting,Instagram,Desktop,76.35,1526,207,20,15.0,Infographic,2023-08-27
Retargeting,Instagram,Mobile,117.46,2349,185,18,15.0,Product,2023-08-27
CRM,Facebook Audience Network,Desktop,60.15,1323,16,1,15.0,Infographic,2023-08-27
Retargeting,Facebook News Feed,Mobile,82.91,1658,289,28,31.0,Lifestyle,2023-08-27
Prospecting,Facebook News Feed,Desktop,79.27,1981,253,12,15.0,Product,2023-08-27
Retargeting,GDN,Desktop,72.14,1442,610,61,46.0,Lifestyle,2023-08-27
Prospecting,GDN,Mobile,71.07,1776,445,22,15.0,Infographic,2023-08-27
CRM,Instagram,Desktop,59.53,1309,455,31,31.0,Lifestyle,2023-08-27
Retargeting,Instagram,Desktop,68.98,1379,146,14,15.0,Infographic,2023-08-27
Retargeting,GDN,Mobile,110.13,2202,883,88,61.0,Product,2023-08-27
Prospecting,GDN,Mobile,65.54,1638,113,5,15.0,Product,2023-08-27
Prospecting,GDN,Mobile,58.22,1455,96,4,15.0,Lifestyle,2023-08-27
Prospecting,Facebook Audience Network,Mobile,63.79,1594,381,19,15.0,Lifestyle,2023-08-27
Retargeting,GDN,Mobile,143.52,2870,1399,139,61.0,Product,2023-08-27
Retargeting,Facebook Audience Network,Mobile,60.44,1208,505,50,31.0,Lifestyle,2023-08-27
CRM,Facebook Audience Network,Mobile,64.36,1415,321,22,15.0,Lifestyle,2023-08-27
CRM,GDN,Mobile,52.48,1154,327,22,15.0,Product,2023-08-27
Retargeting,Facebook News Feed,Desktop,93.0,1859,348,34,15.0,Infographic,2023-08-27
CRM,Facebook News Feed,Mobile,66.04,1452,169,11,15.0,Lifestyle,2023-08-27
Retargeting,Instagram,Desktop,111.1,2221,306,30,15.0,Lifestyle,2023-08-27
Retargeting,GDN,Mobile,86.39,1727,198,19,15.0,Product,2023-08-27
Retargeting,Instagram,Mobile,72.84,1456,176,17,15.0,Infographic,2023-08-27
Retargeting,GDN,Mobile,112.44,2248,606,60,46.0,Infographic,2023-08-27
Prospecting,Instagram,Mobile,88.29,2207,610,30,15.0,Lifestyle,2023-08-27
Retargeting,Facebook Audience Network,Desktop,94.3,1886,920,92,46.0,Lifestyle,2023-08-27
Retargeting,GDN,Desktop,108.84,2176,234,23,15.0,Infographic,2023-08-27
Prospecting,Facebook News Feed,Mobile,73.31,1832,701,35,31.0,Lifestyle,2023-08-27
Prospecting,GDN,Desktop,67.59,1689,293,14,15.0,Infographic,2023-08-27
Prospecting,Instagram,Mobile,80.06,2001,784,39,15.0,Lifestyle,2023-08-27
CRM,Instagram,Desktop,65.19,1434,17,1,15.0,Lifestyle,2023-08-27
Retargeting,Instagram,Mobile,106.19,2123,958,95,77.0,Product,2023-08-27
Prospecting,Instagram,Desktop,87.64,2190,380,19,15.0,Infographic,2023-08-27
Prospecting,Instagram,Desktop,68.59,1714,817,40,31.0,Infographic,2023-08-27
Prospecting,Instagram,Desktop,103.73,2593,1143,57,31.0,Lifestyle,2023-08-27
Retargeting,Facebook News Feed,Mobile,93.15,1863,767,76,46.0,Product,2023-08-27
Retargeting,Instagram,Desktop,97.62,1952,95,9,15.0,Infographic,2023-08-27
CRM,Facebook News Feed,Mobile,46.81,1029,30,2,15.0,Lifestyle,2023-08-27
Retargeting,GDN,Desktop,96.12,1922,96,9,15.0,Lifestyle,2023-08-27
CRM,Facebook Audience Network,Mobile,65.32,1437,469,32,15.0,Product,2023-08-27
Prospecting,Facebook News Feed,Mobile,91.44,2285,704,35,31.0,Infographic,2023-08-27
Prospecting,GDN,Mobile,103.43,2585,1069,53,31.0,Infographic,2023-08-27
CRM,Facebook Audience Network,Desktop,65.2,1434,235,16,15.0,Lifestyle,2023-08-27
Prospecting,Facebook News Feed,Desktop,84.15,2103,336,16,15.0,Lifestyle,2023-08-27
Retargeting,Facebook News Feed,Mobile,91.07,1821,673,67,46.0,Product,2023-08-27
Prospecting,GDN,Mobile,70.07,1751,284,14,15.0,Infographic,2023-08-27
CRM,Instagram,Mobile,69.7,1533,133,9,15.0,Infographic,2023-08-27
Retargeting,Facebook News Feed,Desktop,119.02,2380,768,76,61.0,Product,2023-08-27
Retargeting,Facebook News Feed,Desktop,78.46,1569,694,69,46.0,Infographic,2023-08-27
Retargeting,GDN,Desktop,114.46,2289,538,53,46.0,Product,2023-08-27
CRM,Instagram,Desktop,66.5,1463,651,45,46.0,Infographic,2023-08-26
Retargeting,Facebook Audience Network,Desktop,77.72,1554,259,25,31.0,Product,2023-08-26
Prospecting,Instagram,Mobile,88.11,2202,502,25,15.0,Product,2023-08-26
Retargeting,Instagram,Mobile,79.01,1580,591,59,31.0,Lifestyle,2023-08-26
Retargeting,GDN,Mobile,51.41,1028,179,17,15.0,Infographic,2023-08-26
Prospecting,Instagram,Mobile,77.6,1939,895,44,31.0,Lifestyle,2023-08-26
Retargeting,GDN,Desktop,105.16,2103,1021,102,46.0,Product,2023-08-26
Prospecting,Facebook Audience Network,Desktop,78.27,1956,83,4,15.0,Product,2023-08-26
Prospecting,Facebook News Feed,Mobile,123.01,3075,409,20,15.0,Product,2023-08-26
CRM,Facebook News Feed,Desktop,63.79,1403,155,10,15.0,Infographic,2023-08-26
Retargeting,GDN,Mobile,102.94,2058,327,32,15.0,Lifestyle,2023-08-26
CRM,GDN,Desktop,64.3,1414,615,43,31.0,Product,2023-08-26
Prospecting,Instagram,Desktop,73.38,1834,345,17,15.0,Infographic,2023-08-26
CRM,Instagram,Mobile,69.29,1524,96,6,15.0,Product,2023-08-26
Retargeting,Facebook News Feed,Mobile,107.22,2144,636,63,31.0,Product,2023-08-26
Prospecting,Facebook News Feed,Mobile,84.73,2118,182,9,15.0,Product,2023-08-26
CRM,Facebook News Feed,Desktop,53.76,1182,326,22,15.0,Product,2023-08-26
CRM,GDN,Desktop,44.36,975,53,3,15.0,Lifestyle,2023-08-26
Retargeting,Facebook Audience Network,Desktop,89.97,1799,813,81,46.0,Product,2023-08-26
Retargeting,Facebook Audience Network,Mobile,105.65,2113,895,89,46.0,Product,2023-08-26
Retargeting,GDN,Mobile,91.11,1822,660,66,46.0,Lifestyle,2023-08-26
Retargeting,Instagram,Mobile,105.83,2116,944,94,77.0,Lifestyle,2023-08-26
Retargeting,Facebook Audience Network,Desktop,95.35,1907,801,80,46.0,Product,2023-08-26
Retargeting,Instagram,Desktop,108.61,2172,377,37,31.0,Lifestyle,2023-08-26
CRM,Facebook News Feed,Mobile,50.23,1105,86,6,15.0,Lifestyle,2023-08-26
Retargeting,Facebook News Feed,Mobile,103.86,2077,679,67,61.0,Lifestyle,2023-08-26
Prospecting,Instagram,Mobile,70.39,1759,134,6,15.0,Lifestyle,2023-08-26
Retargeting,Facebook News Feed,Desktop,69.23,1384,89,8,15.0,Product,2023-08-26
Retargeting,GDN,Desktop,96.7,1933,487,48,31.0,Infographic,2023-08-26
Retargeting,Instagram,Mobile,130.73,2614,819,81,61.0,Infographic,2023-08-26
Retargeting,Instagram,Mobile,70.83,1416,592,59,46.0,Product,2023-08-26
Prospecting,Instagram,Mobile,81.79,2044,862,43,31.0,Infographic,2023-08-26
CRM,Facebook Audience Network,Desktop,67.98,1495,742,51,31.0,Lifestyle,2023-08-26
Retargeting,Instagram,Desktop,146.0,2920,1112,111,92.0,Infographic,2023-08-26
Retargeting,Instagram,Desktop,90.14,1802,292,29,31.0,Product,2023-08-26
Retargeting,Instagram,Mobile,87.36,1747,445,44,31.0,Infographic,2023-08-26
CRM,Facebook Audience Network,Mobile,48.33,1063,398,27,15.0,Product,2023-08-26
Prospecting,Facebook News Feed,Mobile,97.11,2427,863,43,15.0,Infographic,2023-08-26
Prospecting,Facebook Audience Network,Mobile,66.99,1674,733,36,15.0,Lifestyle,2023-08-26
Prospecting,GDN,Mobile,74.44,1861,16,5,15.0,Lifestyle,2023-08-26
CRM,Instagram,Mobile,41.51,913,428,29,15.0,Lifestyle,2023-08-26
Retargeting,GDN,Mobile,117.68,2353,685,68,31.0,Infographic,2023-08-26
Retargeting,Facebook Audience Network,Mobile,123.17,2463,1027,102,61.0,Infographic,2023-08-26
CRM,Facebook News Feed,Mobile,68.46,1506,280,19,15.0,Infographic,2023-08-26
Prospecting,Facebook News Feed,Mobile,55.92,1398,532,26,31.0,Lifestyle,2023-08-26
Prospecting,Instagram,Mobile,89.11,2227,604,30,31.0,Infographic,2023-08-26
Prospecting,Facebook News Feed,Desktop,54.91,1372,477,23,15.0,Infographic,2023-08-26
Retargeting,Facebook Audience Network,Mobile,101.16,2023,88,8,15.0,Product,2023-08-26
Prospecting,Facebook Audience Network,Mobile,83.08,2076,609,30,31.0,Lifestyle,2023-08-26
Prospecting,Facebook News Feed,Desktop,84.65,2116,141,7,15.0,Infographic,2023-08-26
Retargeting,Instagram,Mobile,110.69,2213,661,66,31.0,Product,2023-08-25
Prospecting,Instagram,Desktop,79.88,1996,559,27,15.0,Product,2023-08-25
CRM,Facebook Audience Network,Desktop,40.38,888,50,3,15.0,Product,2023-08-25
Retargeting,Facebook News Feed,Mobile,110.7,2214,207,20,15.0,Lifestyle,2023-08-25
Retargeting,Facebook Audience Network,Mobile,101.95,2039,522,52,31.0,Product,2023-08-25
Retargeting,Facebook Audience Network,Desktop,81.95,1638,507,50,31.0,Lifestyle,2023-08-25
Prospecting,GDN,Mobile,56.46,1411,269,13,15.0,Product,2023-08-25
Retargeting,Facebook Audience Network,Mobile,130.8,2616,1286,128,77.0,Infographic,2023-08-25
Prospecting,Instagram,Mobile,98.47,2461,708,35,15.0,Lifestyle,2023-08-25
CRM,Facebook News Feed,Desktop,67.06,1475,185,12,15.0,Lifestyle,2023-08-25
Retargeting,Facebook News Feed,Desktop,86.47,1729,807,80,46.0,Infographic,2023-08-25
CRM,GDN,Mobile,34.83,766,220,15,15.0,Product,2023-08-25
CRM,GDN,Mobile,67.65,1488,80,5,15.0,Lifestyle,2023-08-25
Retargeting,Instagram,Desktop,107.33,2146,408,40,31.0,Lifestyle,2023-08-25
Retargeting,GDN,Desktop,92.51,1850,890,89,46.0,Lifestyle,2023-08-25
CRM,Facebook Audience Network,Mobile,71.25,1567,681,47,31.0,Lifestyle,2023-08-25
CRM,Facebook Audience Network,Mobile,68.48,1506,85,5,15.0,Lifestyle,2023-08-25
Retargeting,Instagram,Mobile,103.52,2070,103,10,15.0,Infographic,2023-08-25
Retargeting,Facebook News Feed,Desktop,100.7,2014,283,28,31.0,Lifestyle,2023-08-25
Retargeting,Instagram,Desktop,101.02,2020,459,45,31.0,Lifestyle,2023-08-25
CRM,GDN,Mobile,66.8,1469,699,48,31.0,Infographic,2023-08-25
Retargeting,Facebook News Feed,Desktop,82.85,1657,460,46,31.0,Product,2023-08-25
Prospecting,Facebook News Feed,Mobile,86.39,2159,439,21,15.0,Lifestyle,2023-08-25
CRM,Facebook News Feed,Mobile,50.79,1117,188,13,15.0,Infographic,2023-08-25
Retargeting,GDN,Mobile,126.73,2534,868,86,46.0,Infographic,2023-08-25
Prospecting,Facebook Audience Network,Mobile,87.98,2199,549,27,31.0,Product,2023-08-25
Retargeting,Facebook Audience Network,Mobile,86.24,1724,712,71,46.0,Lifestyle,2023-08-25
CRM,GDN,Desktop,60.81,1337,228,15,15.0,Lifestyle,2023-08-25
Retargeting,GDN,Desktop,82.92,1658,385,38,31.0,Product,2023-08-25
Prospecting,Instagram,Mobile,102.56,2564,1154,57,46.0,Infographic,2023-08-25
Prospecting,Instagram,Desktop,104.34,2608,170,8,15.0,Infographic,2023-08-25
Retargeting,Facebook Audience Network,Mobile,113.92,2278,34,3,15.0,Infographic,2023-08-25
Retargeting,GDN,Desktop,131.13,2622,1224,122,77.0,Product,2023-08-25
Retargeting,Instagram,Desktop,103.04,2060,340,34,31.0,Product,2023-08-25
Retargeting,GDN,Desktop,115.27,2305,569,56,31.0,Infographic,2023-08-25
CRM,GDN,Desktop,72.25,1589,536,37,15.0,Lifestyle,2023-08-25
CRM,Facebook Audience Network,Mobile,59.94,1318,439,30,15.0,Lifestyle,2023-08-25
Retargeting,Facebook Audience Network,Desktop,101.42,2028,543,54,46.0,Infographic,2023-08-25
Prospecting,GDN,Desktop,94.0,2350,1173,58,46.0,Lifestyle,2023-08-25
